Titre,Année de publication,Pages,Nombre de lecteurs,Note moyenne,Genres
Clockwork Angel,2010,479,856906,4.31,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Steampunk', 'Historical Fiction', 'Fiction', 'books-that-deserve-painful-death', 'just-plain-bad', 'kat-s-book-reviews', 'fiction', 'read-in-2018', 'ya-sff', 'favorites', 'owned', 'disappointment', 'i-hate-love-triangle', 'mary-sue-warning', '4-star', 'fantasy', 'favorite-characters', 'disappointments', 'failed-romance', 'lol-what-female-characters', 'favorites', '1800s', '2010-favorites', 'crush-worthy-boys', 'historical-fiction', 'mystery-thriller-paranormal', 'owned', '2013', 'book-boyfriends', 'cover-love', 'given-away', 'historical', 'urban-fantasy', 'angels', 'demons', 'fae', '2017-reads', '2018-reads', '2020-reads', 'angels-and-demons', 'decent-vampires', 'faeries', 'suspenseful-clues-and-thrilling-rev', '2019-reads', 'good-covers', 'paperbacks', 'why-does-this-make-money', 'ya-to-avoid', 'fantasy', 'four-and-half-stars', 'historical']"
Cinder,2012,400,974932,4.13,"['Fantasy', 'Young Adult', 'Science Fiction', 'Romance', 'Retellings', 'Fiction', 'Dystopia', '2-am-or-later', '2012-release', 'all-time-favorites', 'audiobook', '2011', 'fairy-tales-myths', 'sci-fi', '2015', 'coverly-love', 'fairy-tales', 'to-read-released', 'audiobooks', 'young-adult-series', 'fantasy-all', 'favorites', 'own', 'favourites', 'retelling', 'dystopia', 'fantasy', 'retellings', 'ebook', 'faery-tales', 'favourites', '3-and-a-half-stars', 'diverse', 'fairytale', 'borrowed-from-library', 'czech', 'retelling', 'aliens-i-love-em', 'best-series-ya', 'cover-whore', '2014', 'dystopian', 'fairytale', 'kindle-app', 'favourite-friendships', 'favourite-plots', 'favourite-worlds', '05-stars', 'all-time-favorites', 'ya-sf-fantasy', '2018', 'all-time-fav', 'cover', 'buddy-read', 'fantasy', 'science-fiction', 'kat-s-book-reviews', 'to-ya-or-not-to-ya', '2023', 'april-2024', 'book-bfs', 'terrible']"
Me Before You,2012,369,1732218,4.26,"['Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Adult', 'Audiobook', 'Adult Fiction', '2014', 'chick-lit', '2012', 'adult', 'bookclub', '5-star-books', 'favorites', 'on-shelf', '2014', 'cover-love', 'made-me-cry', '5-stars', 'favorites', '2-stars', 'favorites-2015', 'non-ya', 'contemporary-romance', 'favorites', 'adult', 'contemporary', 'owned', 'best-book-ever', 'brits-i-love-you', 'favorites', 'contemporary', 'favorites', 'favorites', 'liburry-book', 'made-my-face-rain', 'best-of-the-best', 'favorites', 'listened-to-audio-version', 'convoluted-plans', 'darrrrrrrk', 'i-cried', 'favorites', 'romance', 'age-adult', 'be-my-heroes-please', 'cut-my-heart-out', '2016', '2015', 'favorites']"
The Night Circus,2011,506,1043851,4.01,"['Fantasy', 'Fiction', 'Romance', 'Historical Fiction', 'Magic', 'Young Adult', 'Audiobook', 'adult', 'fantasy', 'gloomy', 'fantasy', 'eh', 'fantasy', 'favorites-2016', '2011', 'a-wizard-did-it', 'fiction', 'adult', 'recommended', '2011', 'why-the-hype', 'favorites', 'owned', 'favorites', 'fiction', 'owned', 'audiobooks', 'fantasy', 'favorites', 'romance', 'favourites', 'audiobook', 'disappointing', 'fantasy', '5-star-reads', 'fantasy', 'love-and-romance', 'adult', 'fantasy', 'historical-fiction', 'adult', 'buddy-read', 'debut', '2018-reads', 'listened-to-audiobook', 'romance', 'fantasy', 'favorites', 'lovely-lovely-language', 'adult', 'fantasy', 'favourite-authors-fantasy', 'fluff', 'fantasy', 'fiction', '2017', 'audiobooks', 'fantasy']"
The Lost Hero,2010,576,901204,4.3,"['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology', 'audiobooks', '500-599-pp', 'author-american', 'genre-folklore-myth', 'books-that-made-me-cry', 'audiobook-audible', 'author-american', 'genre-folklore-myth', '2015', 'hilarious-humor', '2010-2016', 'all-time-fav', 'fav-hero', 'childrens', 'fantasy-all', 'own', 'adventure', 'fantasy', 'favorites', 'longer-than-necessary', 'series', 'favorites', 'middle-grade', 'mythology', '2017', 'full-lengths', 'middle-grade', 'my-reviews', 'on-my-shelf', 'fantasy', 'owned', 'audiobook', 'childrens', 'read-in-2016', '2020', '500-pgs', 'decent', 'fantasy', 'ahhhh-so-good', 'book-boyfriends', 'books-i-always-recommend', '5-star', 'contemporary', 'fantasy', 'my-ya-library-catalogue']"
Throne of Glass,2012,406,1999470,4.18,"['Young Adult', 'Romance', 'Fiction', 'Fantasy', 'Magic', 'Young Adult Fantasy', 'Audiobook', '2013', 'fantasy', 'young-adult', 'fantasy', 'favorites', 'on-app', 'derp-moments', 'dishonor-on-your-cow', 'i-should-ve-said-no', 'fantasy', 'young-adult', '2012-faves', 'all-time-faves', 'covergasm', '1-star-plz-make-it-stop', 'audiobook', '1-star', 'fantasy', '0-in-my-library-read', '4-stars', 'fantasy-low-to-moderate', 'favorites', 'audiobooks', 'i-fell-in-love', 're-reads', 'beasts-monsters-demons', 'enemies-to-lovers', 'fae-is-bae', 'craptastic', 'fantasy', 'fantasy-lite', 'books-owned-read', 'favorites', 'fantasy-all', 'favorites', 'own', 'cringe-romance', 'endless-pain', 'fantasy']"
A Dance with Dragons,2011,1125,714079,4.34,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Dragons', 'Audiobook', 'fantasy-and-scifi', 'fiction', 'grand-opera', '2012-reads', 'hugo-nebula-nominees-and-winners', 'locus-winner', 'most-popular-reviews', 'sf-fantasy', 'read-2011', '600-plus-pp', 'author-american', 'genre-adult-fantasy', 'audiobook-audible', 'author-american', 'genre-adult-fantasy', 'adwd', 'asoiaf', 'boring', '5-star-reads', 'fantasy', 'fantasy-all', 'own', 'fantasy', 'favorites', 'high-epic-fantasy', 'owned', 'fantasy', 'dangerous-hero-themed-books-read', 'dark-themes', 'favorites', 'adult', 'fantasy', 'fantasy', 'unfinished-series-hopeless', 'waiting-since-2000-for-it', 'fantasy-modern', '5-star', 'anti-feminist', 'chunkster', '500-page-plus', 'epic-fantasy', 'favourites']"
The Selection,2012,336,1673653,4.07,"['Romance', 'Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Audiobook', 'Science Fiction', 'breathtakingly-stupid', 'dystopian', 'ethically-questionable', 'i-hate-that-i-love-you', 'adolescent-wish-fulfillment', 'annoying-main-characters', 'cover-fraud', '1-and-a-half-stars', 'dystopian', 'fantasy', '2015', 'dystopia-utopia', 'romance', 'audiobook', 'cuddle-bunny', 'dac-2012', 'dystopian', 'sounds-awful', 'terrible-writing', 'think-about', '2015-reads', 'ahhhhh-my-eyes', 'all-the-wrong-choices', '2-star-y-am-i-doing-this-to-myself', 'fantasy', 'fav', 'have-2-pry-out-of-my-cold-hands', 'annoying-romance', 'dystopia', 'epic-fail', '2012', 'arc', 'dystopian', 'chick-lit', 'dystopian-utopian', 'dystopian', 'series', 'young-adult', 'backstabbing-n-gossip', 'cheesy-cheesy-cheesy', 'dishonor-on-your-cow', 'booktok-favs', 'characters-that-annoy-me', 'romance-books', '2-star-reads', 'please-burn-it', 'romance', 'paperback', 'cover-love', 'give-the-melodrama-a-break', 'how-can-they-publish-this-crap', 'owned', 'ya', '0-in-my-library-read', '4-stars', 'apocalyptic-or-dystopian', 'help-help-i-m-being-repressed', 'science-fiction', 'ya-ya-land', 'dysfunctional', 'dystopian', 'im-kinda-embarassed-i-read-this', 'dystopia', 'fantasy', 'romance']"
Eleanor & Park,2012,328,1222558,3.93,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Audiobook', 'Coming Of Age', '2013-reads', '2013-release', 'audio-books', '2012', 'arc', 'romance', 'audiobook', 'allthefeels', 'amazing', 'favorites', 'diverse', 'ya', 'faux-liberal-faux-problems', 'favorites', 'read-2013', 'young-adult', '2013-reads', 'just-terrible', '5-star-read', 'epic', 'favorite-heroes', 'do-not-recommend', '2016-reads', 'contemporary', 'overhyped', 'diverse-reads', 'reread', 'why-yes-i-ya', '2-stars', 'contemporary', 'eh', 'hardback-own', 'own', 'unhauled', 'favorites', 'romance', 'young-adult', 'contemporary-read', '5-stars', '2022-audio', '2022-ya-middle-grade', 'contemporary-recent', 'romance', 'sisters', 'contemporary', 'romance', 'childhood-loves', 'listened-to-audio-version', 'sweet-heart-warming-stories', '2-star', 'dnf', 'finished-series', 'all-my-feels', 'book-boyfriend', 'cliffhangers-suck']"
Room,2010,321,820602,4.08,"['Fiction', 'Contemporary', 'Thriller', 'Adult', 'Adult Fiction', 'Audiobook', 'Book Club', 'booker-nominees-and-winners', 'books-i-did-not-like', 'contemporary-authors', '2010', '52-in-2010', 'kindle', 'mnemonic-devices', 'rain-man-reviews', 'super-private-journal', 'fiction', '2006-2010', 'audiobook', 'crime', 'adult', 'annoying-main-characters', 'huge-disappointments', '2011', 'crime-mystery', 'horror', 'psychology', 'حالات-متفردة', 'literary-fiction', 'contemporary', 'highly-recommended', 'my-favorites', 'i-want-my-money-back', 'rants', 'sucked', '2012', 'for-kindle', 'reviewed', 'film-good-or-better-than-book', 'language-related', 'miscellaneous-fiction', 'never-again-ever', 'slice-of-life', 'ugh', 'read-in-2016', 'book-club', 'novels', 'mixed', 'live-through-this', 'book-club', 'contemporary', 'issue', 'human-cruelty', 'human-emotions', 'human-psyche', '3-and-a-half-stars', 'literary-fiction', 'mystery-thriller-horror-etc', '2010', '5-star-recs', 'reviewed', '2017', 'adult-fiction', 'contemporary']"
Wonder,2012,315,1148062,4.36,"['Fiction', 'Young Adult', 'Middle Grade', 'Contemporary', 'Realistic Fiction', 'Childrens', 'School', '2012-5-star-books', '2012-favorites', 'hilarious', 'arc', 'hilarious', 'i-ache-for-you', 'adapted', 'favorites', 'middle-grade', 'young-adult', 'nicholas-recommends', 'contemporary', 'young-adult', 'best-of-the-best', 'favorites', 'listened-to-audio-version', 'favorites', '2012', 'childrens', '5-star', 'favorites', 'liburry-book', 'made-my-face-rain', '2013', 'seen-movie', 'usa', 'five-stars', 'own-electronic', 'read-on-kindle', '2017-2-octubre', 'children_young-adult', 'novels_novellas', 'shit', '2018', 'full-lengths', 'american-21st-c', 'fiction', 'made-into-movie', 'childrens', 'contemporary', 'this-book-tho', '2018', 'library-book', 'contemporary', 'fiction', 'middle-grade']"
The Girl on the Train,2015,336,3136393,3.96,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Audiobook', 'free-from-work', '2015', 'addiction', 'crime-mystery', '2015', 'mystery-thriller', 'everyone-loved-but-me', 'liburry-book', 'read-2015', '1-star', 'mystery-thriller-horror-etc', 'non-ya', '2015-favorites', 'adult', 'character-study', '2015', 'books-that-make-you-go-wtf', 'disappointing-reads', 'books-owned-read', '300-399-pp', 'author-african', 'author-british', '2015', 'crime-and-thriller', 'hype', 'fiction', 'mystery', 'thriller', '2015', 'gr_awards_2015', 'kindle', 'british', 'mysteries-and-thrillers', 'taming-the-tbr-2015', 'books-to-read-in-romanian', 'mystery-crime', 'mystery-thriller', 'book-to-film', 'under-two-stars-books', 'ebooks', 'i-saw-what-you-did', 'memory-loss', 'drama', 'novel', 'romance', 'culture-or-setting-uk', 'thriller-marriage-family', 'adapted', 'almost-fav', 'thriller', 'adult', 'recommended', 'owned', 'addiction', 'couple-love-and-hate', 'crime-and-or-madness']"
Miss Peregrine's Home for Peculiar Children,2011,352,1318233,3.92,"['Fantasy', 'Young Adult', 'Fiction', 'Paranormal', 'Mystery', 'Horror', 'Historical Fiction', '2015', 'paranormal-uf', 'young-adult', '2011', 'children-s-middle-school', 'fantasy', 'urban-paranormal', 'young-adult', 'books-of-the-year-2011', 'fantasy', 'fiction', 'fantasy-let-it-be-your-fantasy', 'young-adult', '0-in-my-library-read', '4-stars', 'fantasy-young-adult', 'horror', 'middle-grade', 'setting', 'espionage', 'horror', 'military', 'own-copy-read', 'paperback', 'signed', 'fantasy', 'horror', 'time-travel', 'fantasy', 'kids-and-young-adult', 'format-print', 'genre-fantasy', 'genre-young-adult', 'historical-fiction', 'supernatural-paranormal', 'war', 'amazing-artwork', 'disappointing', 'series']"
11/22/63,2011,849,591076,4.34,"['Fiction', 'Historical Fiction', 'Science Fiction', 'Time Travel', 'Horror', 'Fantasy', 'Thriller', '2012-reads', '2022-reads', 'favorites', '2015', 'historical', '2012', 'for-kindle', 'reviewed', 'all-fiction', 'america', 'cultural-and-social-commentary', '4-stars-loved-it', 'books-i-own', 'alternative-history', 'horror', 'audiobooks', 'bookstagram-made-me-do-it', 'recommended', '2018', 'alternate-history', 'historical-fiction', 'e-books', 'favs', 'z-2012-reads', 'king-stephen', 'big', 'fantasy-sf', 'stephen-king', '2011', 'award-goodreads-choice', 'award-locus', 'favorites', 'novels', '2011', 'sci-fi', 'time-mower-adventures', '5-star-books', '500-or-more-pages', 'adult', '2024', 'fantasy', 'historical-fiction', 'full-review', 'historical-fiction', 'thrillers', '2018', 'audio', 'own', 'constant-reader-balloon-spells', 'spec-fi-i-guess', 'don-t-mess-with-texas', 'favorite-books', 'long-live-the-king', 'favorites', 'historical-fiction', 'science-fiction']"
The Goldfinch,2013,771,986777,3.96,"['Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Mystery', 'Art', 'Novels', 'phenomenal', 'read-2013', 'zeitgeist-y', 'angst', 'art', 'modern-fiction', '4-stars', 'literary-fiction', 'non-ya', 'fiction', 'from-publisher-or-author', 'fiction-library', 'adult', 'adult-lit', 'fiction', 'audiobooks', 'big', 'pulitzer-winners', 'us', 'fav-fic', 'isolation-loneliness', 'literary-fic', 'american-21st-c', 'carnegie-medal-winner', 'fiction', '2013-releases', 'big-tomes', 'own-in-paperback', '21st-century', 'read-in-2018', 'three-stars-books', 'book-i-own', 'chunksters', 'contemporary-literary', '2013', 'a-sense-of-place', 'favorites']"
Insurgent,2012,525,1570588,3.97,"['Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Romance', 'Adventure', '2012-reads', 'can-t-believe-i-finished', 'could-have-been-better', '1st-person', 'about-dystopia-or-utopia', 'about-strange-cities', '2012', 'dystopia-utopia', 'young-adult', '2013-reads', 'i-also-saw-the-film', 'audiobook', 'dumpster-fire', 'literally-painful-to-read', 'adapted', 'dystopia', 'favorites', 'adventure', 'cool-covers', 'damn-gorgeous-males', 'dystopian', 'young-adult', '2012-reads', 'books-to-movie', 'dystopian-post-apocalyptic', 'fantasy-all', 'own', 'young-adult', '2013', 'expected-more', 'dysto-teque', 'why-yes-i-ya', 'dystopia-it-all-went-cray-cray', 'young-adult', 'dystopia', 'espionage', 'military', 'buddy-slash-group-read', 'could-have-been-sooo-much-better', 'great-disappointment', 'book-club', 'dystopian', 'owned', 'books-i-love-dearly', 'can-t-get-enough-of', 'cliff-hanger-endings', 'dystopia', 'end-of-the-world', 'tear-jerker', 'could-have-been-better', 'disappointed', 'dystopia', 'dystopian-post-apocalyptic-utopian', 'read-2012', 'young-adult', '3-stars', 'dystopian', 'eh', 'dystopia', 'futuristic', 'romance']"
Clockwork Prince,2011,498,571193,4.42,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Steampunk', 'Historical Fiction', 'Urban Fantasy', 'favorites', 'shadowhunter', 'comfort-reads', 'hes-so-bad-but-he-does-it-so-well', 'love-geometry', '1800s', '2011-favorites', 'crush-worthy-boys', '2017-reads', '2018-reads', '2020-reads', '5-star', 'fantasy', 'favorite-characters', 'angels', 'faeries', 'first-edition', '2012-reads', 'angels', 'could-have-been-better', 'angels', 'demons', 'fae', 'favorites', 'favorites', 'signed', '2013', '5-star', 'book-boyfriends', 'fantasy', 'owned', 'romance', 'fae', 'fantasy', 'favorites', '2021', 'aww-so-cute', 'book-bf', '2012', 'kindle', 'steampunk', 'ya', '2020-reads', 'fantasy', 'good-covers', 'disappointment', 'e-book', 'english', '2024favs', 'book-bfs', 'contains-boyfriend', 'favorites', 'four-stars', 'audiobook', 'fantasy', 'ya', 'endless-pain', 'fantasy', 'i-dont-get-the-hype']"
Clockwork Princess,2013,567,463395,4.55,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Historical Fiction', 'Steampunk', 'Urban Fantasy', 'signed', 'good-fluff-i-mean-stuff', 'lovetriangle', '1800s', '2013-5-star-books', '2013-favorites', 'all-time-favourite', 'fantasy', 'owned', 'mar-2013', '2017-reads', '2018-reads', '5-stars', 'angels', 'demons', 'fantasy', 'angels', 'cover-love', 'crush-worthy-guys', '5-star', 'fantasy', 'x-series', 'angels', '2013', 'absolute-faves', 'book-boyfriends', '2024favs', 'book-bfs', 'fav-characters', 'favorites', 'annoying-protagonist', 'fantasy', 'reads-like-fanfiction', '2014-abril', 'fantasy', 'faves-ya-scifi-and-fantasy', 'favourites', 'best-men-ever', 'disappointment', 'e-book', 'amazing-characters', 'beautifully-written', 'fantasy', '2013-reading-challenge', 'author-cassandra-clare', 'ebook-copies']"
The Wise Man's Fear,2011,994,591583,4.55,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Magic', 'Science Fiction Fantasy', 'fantasy', 'utter-shite', 'fantasy-modern', 'rain-man-reviews', 'unicorn', 'fantasy', 'favorites', 'adult-fantasy-sci-fi', 'favourites', 'owned', 'epic-fantasy', 'faves', '2011', 'fantasy', 'favorites', 'adventure', 'epic', 'fantasy', '4-star-reads', 'fantasy', 'love-and-romance', 'academia', 'adult', 'audiobook', 'fantasy', 'genre_epic-fantasy', 'genre_fantasy', 'orga_listening-to', 'chunkster', 'fantasy', 'let-down', 'fantasy', 'fantasy_scifi', '2017', 'my-sons', 'failed-to-engage-me', 'fantasy', 'mary-sue-and-gary-stu']"
The Nightingale,2015,564,1722864,4.64,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'World War II', 'War', 'Romance', '2015', 'historical', '21st-century', 'historical-fiction', 'world-war-two', 'adult', 'historical-fiction', 'owned', 'favorites', 'favorites', 'books-to-read-in-romanian', 'feminism-and-strong-women', 'historical', 'ww2', 'favorites', 'favorites', 'suspenseful-clues-and-thrilling-rev', '2016-reads', 'dnf', 'genre-historical', '2015-release', 'chicklit', 'fiction', '3-and-a-half-stars', 'historical', 'non-ya', 'historical', 'literary-fiction', 'avoid-at-all-costs', 'dnfs', 'historical-fiction', '2016', 'book-a-book-club', 'gr_awards_2015']"
"Unbroken: A World War II Story of Survival, Resilience and Redemption",2010,475,976312,4.39,"['Nonfiction', 'History', 'Biography', 'World War II', 'War', 'Historical', 'Audiobook', '2011', 'biography', 'history', 'favorites', 'memoir-biography', 'military', 'non-fiction', 'running', 'history', 'survival', 'book-to-film', 'american-history', 'biography', 'military-and-intelligence-non-fic', 'audio', 'hoopla-libby', '2012-reads', 'biography', 'historicals', 'fab-book-club-books', 'five-star-reads', '2021', 'audio', 'biography', 'biography', 'history', '5-stars', 'biography-true-story', 'reviewed', 'america', 'asia', 'biography-memoir', '2013', 'for-kindle', 'reviewed', 'history', 'nonfiction', 'world-war-2', 'audiobooks', 'history', 'holocaust', '2020', 'audiobooks', 'non-fiction', 'war', '2016', 'nonfiction', 'military-history', 'non-fiction', 'wwi-wwii', 'favorites', 'memo-auto-bio', 'favorites', 'favorites']"
The Son of Neptune,2011,521,635960,4.41,"['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology', '500-599-pp', 'author-american', 'genre-folklore-myth', 'books-of-2011', 'favorites', 'audiobook-audible', 'author-american', 'genre-folklore-myth', '2011', 'all-time-fav', 'own', '2017', 'full-lengths', 'adora-ble', 'deserves-a-shrine', 'favorite-pre-2018', '2010-2016', 'all-time-fav', 'cover', '2011', 'adventure', 'camp', 'i-am-looking-respectfully', 'nostalgic-fave', 'audiobook', 'bye', 'fantasy', 'adventure', 'fantasy', 'favorites', 'author-american', 'book-series', 'children-s', '2016-re-reads', 'fantasy', 'mythology', 'myth', 'young-adult', '4-star', 'buddy-reads', 'middle-grade', '2020', 'bad-beginning', 'bechdel-test', 'book-boyfriend', 'audiobook', 'books-i-own', 'books-read-in-2015', 'fantasy', 'owned']"
